GeneID	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000098960	0.273508071124923	0.62304103500061	0.15273656406969	4	70151515	70160994	1	protein_coding	CABZ01051641.2	
ENSDARG00000105266	0.273574976798049	0.62304103500061	-0.114083104603771	4	56174538	56193443	1	protein_coding	si:dkey-16p6.1	si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43]
ENSDARG00000071548	0.273583369281628	0.62304103500061	-0.105211016959303	12	18784533	18791520	1	protein_coding	josd1	Josephin domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-060929-260]
ENSDARG00000057218	0.27359201160771	0.62304103500061	-0.10557792031711	18	17013098	17031165	-1	protein_coding	tbc1d15	TBC1 domain family, member 15 [Source:ZFIN;Acc:ZDB-GENE-041111-251]
ENSDARG00000038312	0.273659883931865	0.623062197453685	-0.0662877112187848	5	1568335	1604378	-1	protein_coding	rcl1	RNA terminal phosphate cyclase-like 1 [Source:ZFIN;Acc:ZDB-GENE-040930-11]
ENSDARG00000039452	0.273668333482685	0.623062197453685	-0.0717981321329293	13	22842438	22877363	-1	protein_coding	hk1	hexokinase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2848]
ENSDARG00000045898	0.273720130058948	0.623062197453685	0.137095550827929	4	828562	831585	1	protein_coding	si:ch211-152c2.3	si:ch211-152c2.3 [Source:ZFIN;Acc:ZDB-GENE-030131-9914]
ENSDARG00000104073	0.273767204089054	0.623062197453685	0.151346680687711	8	52175332	52176435	1	processed_transcript	si:ch1073-459d16.1	si:ch1073-459d16.1 [Source:ZFIN;Acc:ZDB-GENE-131121-18]
ENSDARG00000074518	0.273828837483307	0.623062197453685	0.153315829988997	25	28146407	28150653	1	protein_coding	tmem17	transmembrane protein 17 [Source:ZFIN;Acc:ZDB-GENE-070615-15]
ENSDARG00000105119	0.273849374637565	0.623062197453685	-0.104275715511117	4	61679881	61712395	1	protein_coding	si:ch211-258f1.3	si:ch211-258f1.3 [Source:ZFIN;Acc:ZDB-GENE-070912-252]
ENSDARG00000091760	0.273892557944414	0.623062197453685	0.128342288658114	15	44260260	44325065	1	protein_coding	cwf19l2	CWF19-like 2, cell cycle control (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-050913-1]
ENSDARG00000037153	0.273921498973796	0.623062197453685	-0.101924038837352	23	26152926	26167637	1	protein_coding	atp6ap1b	ATPase, H+ transporting, lysosomal accessory protein 1b [Source:ZFIN;Acc:ZDB-GENE-020423-2]
ENSDARG00000073811	0.274034516166154	0.623062197453685	-0.14987909400561	2	9849468	9854239	-1	protein_coding	wu:fi34b01	wu:fi34b01 [Source:ZFIN;Acc:ZDB-GENE-030131-6091]
ENSDARG00000076361	0.274037993836003	0.623062197453685	0.145748784561247	25	5176782	5199547	1	protein_coding	B4GALNT2 (1 of many)	beta-1,4-N-acetyl-galactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24136]
ENSDARG00000074129	0.274053297340321	0.623062197453685	0.0591677449399958	8	19438974	19456188	-1	protein_coding	edem3	ER degradation enhancer, mannosidase alpha-like 3 [Source:ZFIN;Acc:ZDB-GENE-070801-5]
ENSDARG00000002798	0.274063168571119	0.623062197453685	-0.106651219967536	18	5236073	5244747	1	protein_coding	cog8	component of oligomeric golgi complex 8 [Source:ZFIN;Acc:ZDB-GENE-050320-74]
ENSDARG00000091293	0.274072763486489	0.623062197453685	-0.105875039787202	18	39688247	39797228	-1	protein_coding	dmxl2	Dmx-like 2 [Source:ZFIN;Acc:ZDB-GENE-031007-6]
ENSDARG00000091967	0.274081239543285	0.623062197453685	0.0913451242929464	5	62666251	62680443	1	protein_coding	ttf1	transcription termination factor, RNA polymerase I [Source:ZFIN;Acc:ZDB-GENE-030131-6913]
ENSDARG00000055284	0.27409591481593	0.623062197453685	-0.104740371360605	12	22702000	22797549	1	protein_coding	afap1	actin filament associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-100316-6]
ENSDARG00000011948	0.274121374816334	0.623062197453685	-0.0604745843889892	2	37562494	37650439	-1	protein_coding	insra	insulin receptor a [Source:ZFIN;Acc:ZDB-GENE-020503-3]
ENSDARG00000074050	0.274139765083709	0.623062197453685	0.0830071275843246	1	6948686	6976437	-1	protein_coding	efnb2b	ephrin-B2b [Source:ZFIN;Acc:ZDB-GENE-010618-1]
ENSDARG00000025495	0.274279518410503	0.62330781038043	-0.119727655461546	9	33167556	33170914	1	protein_coding	nhlh2	nescient helix loop helix 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1809]
ENSDARG00000096995	0.274377503565112	0.623388198192018	-0.123026133187096	25	26283902	26292886	-1	protein_coding	fbxl22	F-box and leucine-rich repeat protein 22 [Source:ZFIN;Acc:ZDB-GENE-050227-1]
ENSDARG00000090747	0.274378273598012	0.623388198192018	-0.134357569939011	21	45141460	45147388	-1	protein_coding	si:ch73-269m14.2	si:ch73-269m14.2 [Source:ZFIN;Acc:ZDB-GENE-120215-136]
ENSDARG00000000767	0.274416032286977	0.623399152170358	-0.149266311738632	7	32373523	32388195	-1	protein_coding	spi1b	Spi-1 proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-980526-164]
ENSDARG00000100012	0.274446477443714	0.623399152170358	0.136483199562412	19	25571319	25572968	-1	lincRNA	si:ch211-239d6.4	si:ch211-239d6.4 [Source:ZFIN;Acc:ZDB-GENE-141215-44]
ENSDARG00000101800	0.274490592239166	0.623427368656809	0.129915845752763	KN150631.1	15069	17823	1	protein_coding	PSTK	phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578]
ENSDARG00000103220	0.27474469502563	0.623874486195806	-0.124372099782646	25	36872612	36873048	1	protein_coding	slc10a3	solute carrier family 10, member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2347]
ENSDARG00000002333	0.274773941907339	0.623874486195806	0.151537667012955	20	33850088	33887124	-1	protein_coding	fam102bb	family with sequence similarity 102, member B, b [Source:ZFIN;Acc:ZDB-GENE-041014-330]
ENSDARG00000013961	0.274782601209927	0.623874486195806	-0.0932585875376555	5	56658318	56684698	1	protein_coding	slc31a1	solute carrier family 31 (copper transporter), member 1 [Source:ZFIN;Acc:ZDB-GENE-040415-3]
ENSDARG00000041873	0.274889847648931	0.624045954195282	0.147939479438161	20	38928374	38934318	-1	protein_coding	SDR16C5 (1 of many)	short chain dehydrogenase/reductase family 16C, member 5 [Source:HGNC Symbol;Acc:HGNC:30311]
ENSDARG00000002523	0.275079699353461	0.624404888758588	-0.064261876705639	10	11301932	11322345	1	protein_coding	hsdl2	hydroxysteroid dehydrogenase like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1066]
ENSDARG00000103624	0.275156955276065	0.624508188212238	0.152681132108629	7	45680201	45684275	1	antisense	si:ch73-226i7.5	si:ch73-226i7.5 [Source:ZFIN;Acc:ZDB-GENE-141222-72]
ENSDARG00000099624	0.275289432342297	0.624736781680356	-0.0685821623758066	5	22520233	22524416	1	protein_coding	chmp1b	chromatin modifying protein 1B [Source:ZFIN;Acc:ZDB-GENE-030131-8370]
ENSDARG00000011020	0.275331726072137	0.624760685611374	0.069406620351169	11	2062910	2227366	-1	protein_coding	hnrnpa1a	heterogeneous nuclear ribonucleoprotein A1a [Source:ZFIN;Acc:ZDB-GENE-040426-1546]
ENSDARG00000097054	0.275407191781402	0.624831560266616	-0.115278231905579	2	14342434	14343462	-1	lincRNA	si:ch73-65n21.2	si:ch73-65n21.2 [Source:ZFIN;Acc:ZDB-GENE-131121-355]
ENSDARG00000017489	0.275428092895454	0.624831560266616	-0.151555516752728	13	37480006	37482551	-1	protein_coding	zgc:123068	zgc:123068 [Source:ZFIN;Acc:ZDB-GENE-051030-98]
ENSDARG00000069654	0.27545825279	0.624831560266616	-0.149720955311537	18	6856782	6897029	-1	protein_coding	ppp6r2b	protein phosphatase 6, regulatory subunit 2b [Source:ZFIN;Acc:ZDB-GENE-070705-441]
ENSDARG00000036040	0.275541087967033	0.624947393220281	-0.0652443017298841	7	38522567	38536570	-1	protein_coding	atg13	ATG13 autophagy related 13 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-1149]
ENSDARG00000055739	0.27562552412506	0.625003159686051	0.152750111589429	23	28758725	28766040	-1	protein_coding	ribc1	RIB43A domain with coiled-coils 1 [Source:ZFIN;Acc:ZDB-GENE-081031-7]
ENSDARG00000067985	0.275652044629288	0.625003159686051	0.149080394418113	2	48052053	48057545	1	protein_coding	ftr23	finTRIM family, member 23 [Source:ZFIN;Acc:ZDB-GENE-070912-322]
ENSDARG00000016429	0.275669669436017	0.625003159686051	0.0865823873550033	6	26957532	27048068	1	protein_coding	farp2	FERM, RhoGEF and pleckstrin domain protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2993]
ENSDARG00000086933	0.275692766844383	0.625003159686051	0.124764363810077	8	17922707	17944605	-1	protein_coding	tnni3k	TNNI3 interacting kinase [Source:ZFIN;Acc:ZDB-GENE-081104-399]
ENSDARG00000103651	0.275745778371177	0.625051302873867	-0.144909069703863	9	219491	235980	1	protein_coding	map3k12	mitogen-activated protein kinase kinase kinase 12 [Source:ZFIN;Acc:ZDB-GENE-040426-2436]
ENSDARG00000005218	0.275822271130866	0.625152655307671	0.121159791121137	2	361498	377000	-1	protein_coding	wrnip1	Werner helicase interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2415]
ENSDARG00000029248	0.275880746100289	0.625156161537139	-0.074350503300795	2	8851288	8865099	1	protein_coding	fubp1	far upstream element (FUSE) binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2159]
ENSDARG00000030687	0.275887379304758	0.625156161537139	-0.151078892498039	11	33607555	33656507	-1	protein_coding	phka2	phosphorylase kinase, alpha 2 (liver) [Source:ZFIN;Acc:ZDB-GENE-130422-1]
ENSDARG00000063922	0.275939272242357	0.625201730509031	0.119298533922699	MT	14714	15232	-1	protein_coding	mt-nd6	NADH dehydrogenase 6, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-13]
ENSDARG00000045978	0.276083905806317	0.625457389279749	-0.0992154375304084	6	1542217	1562292	-1	protein_coding	chchd6b	coiled-coil-helix-coiled-coil-helix domain containing 6b [Source:ZFIN;Acc:ZDB-GENE-041114-95]
ENSDARG00000074868	0.276175576784707	0.625541990798909	0.128826304775385	22	2239450	2324132	1	processed_transcript	si:dkey-4c15.11	si:dkey-4c15.11 [Source:ZFIN;Acc:ZDB-GENE-050420-216]
ENSDARG00000068637	0.276184850291725	0.625541990798909	0.0978585404181637	15	40290512	40328842	-1	protein_coding	si:ch211-281l24.3	si:ch211-281l24.3 [Source:ZFIN;Acc:ZDB-GENE-131121-575]
ENSDARG00000069780	0.276337088351528	0.625759864600673	0.124207438871629	4	14177585	14193405	-1	protein_coding	pus7l	pseudouridylate synthase 7-like [Source:ZFIN;Acc:ZDB-GENE-050419-188]
ENSDARG00000104493	0.276344666960808	0.625759864600673	-0.150435272972459	9	56605702	56634431	1	protein_coding	TBC1D8	TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]
ENSDARG00000004078	0.276414157393639	0.625769444845935	-0.116047012053082	14	28132989	28153488	1	protein_coding	acsl4a	acyl-CoA synthetase long-chain family member 4a [Source:ZFIN;Acc:ZDB-GENE-040426-1565]
ENSDARG00000023903	0.276450228649671	0.625769444845935	0.15099492173527	9	2346408	2400071	1	protein_coding	atf2	activating transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-030911-8]
ENSDARG00000102437	0.276488223946809	0.625769444845935	0.147671933676965	3	2293418	2297668	1	protein_coding	BX321875.2	
ENSDARG00000102165	0.276513182800973	0.625769444845935	0.0867761259595278	KN150518.1	16340	40355	-1	protein_coding	ENSDARG00000102165	
ENSDARG00000101074	0.276562312133663	0.625769444845935	0.0852800014001691	12	25754134	25790584	1	protein_coding	glud1b	glutamate dehydrogenase 1b [Source:ZFIN;Acc:ZDB-GENE-030828-1]
ENSDARG00000037921	0.276567544715007	0.625769444845935	-0.152381029885819	3	35459704	35472725	-1	protein_coding	gng13b	guanine nucleotide binding protein (G protein), gamma 13b [Source:ZFIN;Acc:ZDB-GENE-040718-97]
ENSDARG00000009470	0.276615204566197	0.625769444845935	0.151427337871622	8	39768732	39783393	1	protein_coding	hnf1a	HNF1 homeobox a [Source:ZFIN;Acc:ZDB-GENE-021206-12]
ENSDARG00000077060	0.276639674510456	0.625769444845935	0.0703139581072309	6	42669158	42693200	1	protein_coding	rbm6	RNA binding motif protein 6 [Source:ZFIN;Acc:ZDB-GENE-050309-79]
ENSDARG00000069274	0.276664647519327	0.625769444845935	-0.0795784463748452	18	20527459	20543274	-1	protein_coding	ighmbp2	immunoglobulin mu binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-050419-258]
ENSDARG00000077652	0.276667015496167	0.625769444845935	-0.152370982883198	1	9434344	9440081	1	protein_coding	LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) [Source:HGNC Symbol;Acc:HGNC:6685]
ENSDARG00000070801	0.276889238366336	0.626200069890112	-0.0952471524625665	6	36741995	36817287	-1	protein_coding	opa1	optic atrophy 1 (autosomal dominant) [Source:ZFIN;Acc:ZDB-GENE-041114-7]
ENSDARG00000086150	0.277029631189861	0.626445554102282	0.0715247293846724	7	20651628	20674073	1	protein_coding	wrap53	WD repeat containing, antisense to TP53 [Source:ZFIN;Acc:ZDB-GENE-030131-515]
ENSDARG00000043627	0.277067079866857	0.6264582216162	0.13911705870945	14	1351494	1393430	1	protein_coding	ENSDARG00000043627	
ENSDARG00000056729	0.277099524869114	0.626459574037506	0.139727671815772	23	21542652	21544471	-1	protein_coding	her4.2	hairy-related 4, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-060815-1]
ENSDARG00000102349	0.277163799986498	0.626532878595081	0.0816332563710932	12	5067713	5354827	1	protein_coding	cep55l	centrosomal protein 55 like [Source:ZFIN;Acc:ZDB-GENE-050522-222]
ENSDARG00000005827	0.277240544538111	0.62663435040896	0.0707029411022266	17	34296399	34306287	1	protein_coding	eif2s1a	eukaryotic translation initiation factor 2, subunit 1 alpha a [Source:ZFIN;Acc:ZDB-GENE-030131-526]
ENSDARG00000035434	0.277288169329931	0.626669988383395	-0.129701393356074	5	31475956	31480039	1	protein_coding	zmat5	zinc finger, matrin-type 5 [Source:ZFIN;Acc:ZDB-GENE-040808-31]
ENSDARG00000079496	0.277360835511196	0.626707673235072	0.149727846530909	18	12089392	12156609	1	protein_coding	bicd1a	bicaudal D homolog 1a [Source:ZFIN;Acc:ZDB-GENE-081031-9]
ENSDARG00000013860	0.277372166480087	0.626707673235072	-0.142338064085668	7	38306611	38311356	1	protein_coding	ptpmt1	protein tyrosine phosphatase, mitochondrial 1 [Source:ZFIN;Acc:ZDB-GENE-070112-272]
ENSDARG00000034717	0.277400422492897	0.626707673235072	-0.150819364808135	4	18770313	18786572	-1	protein_coding	def6c	differentially expressed in FDCP 6c homolog [Source:ZFIN;Acc:ZDB-GENE-060503-87]
ENSDARG00000041340	0.277472736643362	0.626799058625583	0.0831798707437717	16	4711692	4717682	-1	protein_coding	mrpl51	mitochondrial ribosomal protein L51 [Source:ZFIN;Acc:ZDB-GENE-050320-40]
ENSDARG00000017708	0.277569424192073	0.62694547517307	0.0864526556264411	6	30123189	30131993	1	protein_coding	lrrc40	leucine rich repeat containing 40 [Source:ZFIN;Acc:ZDB-GENE-030131-6062]
ENSDARG00000078781	0.277733388565075	0.627191538697292	-0.136614635629192	6	53373119	53391348	-1	protein_coding	si:ch211-161c3.6	si:ch211-161c3.6 [Source:ZFIN;Acc:ZDB-GENE-131126-51]
ENSDARG00000055099	0.277807775366294	0.627191538697292	0.14862242380406	1	22815786	22867138	-1	protein_coding	fam184b	family with sequence similarity 184, member B [Source:ZFIN;Acc:ZDB-GENE-090313-380]
ENSDARG00000006889	0.277815706815869	0.627191538697292	0.121480363252553	7	16096912	16209238	1	protein_coding	mpped2a	metallophosphoesterase domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-050417-241]
ENSDARG00000013360	0.27781780413345	0.627191538697292	0.108584041333006	7	12587595	12656391	-1	protein_coding	sh3gl3a	SH3-domain GRB2-like 3a [Source:ZFIN;Acc:ZDB-GENE-070112-242]
ENSDARG00000017843	0.27783778497322	0.627191538697292	0.114104202777143	21	39523837	39554147	-1	protein_coding	srsf1b	serine/arginine-rich splicing factor 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1467]
ENSDARG00000071670	0.277911401821598	0.627285735540179	0.120192423504994	22	5633683	5638292	1	protein_coding	tma7	translation machinery associated 7 homolog [Source:ZFIN;Acc:ZDB-GENE-061027-176]
ENSDARG00000069723	0.27801388338078	0.627434216049617	-0.14625798593073	18	4795147	4851532	-1	protein_coding	zbbx	zinc finger, B-box domain containing [Source:ZFIN;Acc:ZDB-GENE-061207-76]
ENSDARG00000095861	0.278040977139165	0.627434216049617	-0.129900763625866	23	45211454	45216733	1	protein_coding	si:ch1073-441p17.1	si:ch1073-441p17.1 [Source:ZFIN;Acc:ZDB-GENE-110411-140]
ENSDARG00000012684	0.278094510421435	0.627437406481716	0.0984830918945865	4	16077964	16125664	-1	protein_coding	atp2b1a	ATPase, Ca++ transporting, plasma membrane 1a [Source:ZFIN;Acc:ZDB-GENE-030925-29]
ENSDARG00000009242	0.278106184083884	0.627437406481716	-0.133784261754797	9	11577030	11580405	-1	protein_coding	fev	FEV (ETS oncogene family) [Source:ZFIN;Acc:ZDB-GENE-070112-1852]
ENSDARG00000002230	0.278194990248437	0.62750017661338	-0.146236707196214	8	49415307	49443241	-1	protein_coding	sypb	synaptophysin b [Source:ZFIN;Acc:ZDB-GENE-040718-205]
ENSDARG00000075379	0.278208414571687	0.62750017661338	-0.140379939600272	25	34635402	34635788	-1	protein_coding	HIST1H2AC (1 of many)	si:dkey-261m9.11 [Source:ZFIN;Acc:ZDB-GENE-131127-102]
ENSDARG00000060338	0.278229705679523	0.62750017661338	0.133214940406147	14	35074318	35082463	1	protein_coding	trmt12	tRNA methyltransferase 12 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-060825-182]
ENSDARG00000019181	0.278563762801668	0.628031511931199	0.100624505366309	6	7554889	7563163	-1	protein_coding	rpsa	ribosomal protein SA [Source:ZFIN;Acc:ZDB-GENE-040426-811]
ENSDARG00000095918	0.278568102985636	0.628031511931199	-0.118141491753551	22	6254192	6257642	-1	protein_coding	si:ch211-274k16.9	si:ch211-274k16.9 [Source:ZFIN;Acc:ZDB-GENE-110408-30]
ENSDARG00000096011	0.278602861261304	0.628031511931199	0.123070645305099	4	33467752	33629011	-1	protein_coding	si:dkeyp-4f2.3	si:dkeyp-4f2.3 [Source:ZFIN;Acc:ZDB-GENE-110914-117]
ENSDARG00000075110	0.278609355110671	0.628031511931199	-0.14187641377297	5	33077474	33225312	-1	protein_coding	dab2ipb	DAB2 interacting protein b [Source:ZFIN;Acc:ZDB-GENE-030131-2449]
ENSDARG00000012833	0.278632063909886	0.628031511931199	0.149742072659441	17	16556988	16726396	1	protein_coding	foxn3	forkhead box N3 [Source:ZFIN;Acc:ZDB-GENE-060512-39]
ENSDARG00000102105	0.278656857106172	0.628031511931199	-0.0814503720246734	2	52047829	52051282	-1	protein_coding	dad1	defender against cell death 1 [Source:ZFIN;Acc:ZDB-GENE-060503-233]
ENSDARG00000056549	0.278795965105349	0.62819561239907	-0.0599407699098598	13	22927818	22936931	-1	protein_coding	vps26a	vacuolar protein sorting 26 homolog A (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-040426-1108]
ENSDARG00000045516	0.27880822428984	0.62819561239907	-0.143834687293773	4	25198714	25226770	-1	protein_coding	itih2	inter-alpha-trypsin inhibitor heavy chain 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1942]
ENSDARG00000043697	0.278920247761932	0.62819561239907	-0.134202681294169	8	6819914	6823342	1	protein_coding	nefmb	neurofilament, medium polypeptide b [Source:ZFIN;Acc:ZDB-GENE-070103-4]
ENSDARG00000004581	0.278929614909291	0.62819561239907	-0.0781562505656861	20	27088326	27104208	1	protein_coding	sel1l	sel-1 suppressor of lin-12-like (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-041001-122]
ENSDARG00000103843	0.278930635358601	0.62819561239907	0.14847947130606	5	54019950	54026475	-1	protein_coding	ENSDARG00000103843	
ENSDARG00000101915	0.278955084142518	0.62819561239907	0.101288730377632	1	58285431	58288800	1	protein_coding	pin1	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1714]
ENSDARG00000105414	0.278981740918662	0.62819561239907	-0.119706654434084	7	6227885	6228351	-1	protein_coding	ENSDARG00000105414	
ENSDARG00000053194	0.279001442111644	0.62819561239907	0.0823910874473392	14	32923989	32928180	1	protein_coding	pdzd11	PDZ domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-040426-2544]
ENSDARG00000091215	0.27901708431349	0.62819561239907	-0.123079841702753	16	46435040	46449248	1	protein_coding	rpz2	rapunzel 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9071]
ENSDARG00000105301	0.27909343736608	0.62829560613735	0.111656965882076	12	1140367	1153623	-1	protein_coding	sox8a	SRY (sex determining region Y)-box 8a [Source:ZFIN;Acc:ZDB-GENE-130530-719]
ENSDARG00000023279	0.27919231978075	0.628446289324538	0.0542932813184296	16	9871359	9887026	1	protein_coding	psmd4b	proteasome 26S subunit, non-ATPase 4b [Source:ZFIN;Acc:ZDB-GENE-050417-96]
ENSDARG00000102583	0.279361480256058	0.62875511191269	0.151565832550532	3	43301383	43359120	-1	protein_coding	il4r.1	interleukin 4 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050227-5]
ENSDARG00000040110	0.279448937338949	0.628799859369003	0.0765192124035256	12	16403765	16430481	1	protein_coding	kif20bb	kinesin family member 20Bb [Source:ZFIN;Acc:ZDB-GENE-030131-9684]
ENSDARG00000035810	0.279470489310985	0.628799859369003	-0.0967789456808292	9	17431053	17442160	1	protein_coding	rgcc	regulator of cell cycle [Source:ZFIN;Acc:ZDB-GENE-040704-31]
ENSDARG00000043213	0.279483474591282	0.628799859369003	-0.126124326994601	17	35299551	35330817	-1	protein_coding	adam17a	ADAM metallopeptidase domain 17a [Source:ZFIN;Acc:ZDB-GENE-030131-2862]
ENSDARG00000090778	0.27950922527185	0.628799859369003	0.141699648190941	4	76377531	76547868	1	protein_coding	ttll1	tubulin tyrosine ligase-like family, member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1326]
ENSDARG00000071406	0.279644468617424	0.628905423829742	-0.145875514534924	12	34726745	34741449	1	protein_coding	enthd2	ENTH domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-100716-1]
ENSDARG00000055463	0.279671266771454	0.628905423829742	0.128513383844423	14	35988111	36004861	-1	protein_coding	lrit3a	info leucine-rich repeat, immunoglobulin-like and transmembrane domains 3a [Source:ZFIN;Acc:ZDB-GENE-080723-63]
ENSDARG00000034095	0.279682731757978	0.628905423829742	-0.113248003300948	4	38356231	38367135	-1	protein_coding	si:dkey-59l11.10	si:dkey-59l11.10 [Source:ZFIN;Acc:ZDB-GENE-120703-17]
ENSDARG00000025757	0.279761016510183	0.628905423829742	-0.145154420381476	3	14461499	14488599	1	protein_coding	tspan35	tetraspanin 35 [Source:ZFIN;Acc:ZDB-GENE-040426-1362]
ENSDARG00000069376	0.279786911862192	0.628905423829742	0.150200205713784	7	20404974	20413371	1	protein_coding	tnfsf12	tumor necrosis factor (ligand) superfamily, member 12 [Source:ZFIN;Acc:ZDB-GENE-060929-376]
ENSDARG00000099245	0.279815990207928	0.628905423829742	0.106445731706608	KN150703.1	23158	47525	-1	protein_coding	CABZ01081752.1	
ENSDARG00000057649	0.279825541463876	0.628905423829742	-0.138960315858907	19	20868404	20898001	-1	protein_coding	satb1a	SATB homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-031010-36]
ENSDARG00000089976	0.279839812879005	0.628905423829742	-0.0796621802110912	1	38099964	38103863	1	protein_coding	spcs3	signal peptidase complex subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2206]
ENSDARG00000035682	0.279895303232249	0.628905423829742	-0.14399531512711	5	36917524	36985323	1	protein_coding	ltbp3	latent transforming growth factor beta binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-060526-130]
ENSDARG00000090607	0.279899795328563	0.628905423829742	-0.142768333504837	8	2057886	2094604	-1	protein_coding	ENSDARG00000090607	
ENSDARG00000100731	0.279907833136566	0.628905423829742	0.126807899846392	25	31861929	31900099	-1	protein_coding	slc27a2b	solute carrier family 27 (fatty acid transporter), member 2b [Source:ZFIN;Acc:ZDB-GENE-081104-49]
ENSDARG00000023058	0.279957491472524	0.628945159291459	0.0905856050074574	17	6635771	6653555	1	protein_coding	foxo3a	forkhead box O3A [Source:ZFIN;Acc:ZDB-GENE-050116-1]
ENSDARG00000095191	0.280111341263511	0.629157494831778	0.124558957682235	2	37478183	37480005	-1	protein_coding	si:dkey-57k2.7	si:dkey-57k2.7 [Source:ZFIN;Acc:ZDB-GENE-070912-559]
ENSDARG00000042277	0.280171038459431	0.629157494831778	0.151128163518622	7	20699542	20823149	1	protein_coding	efnb3b	ephrin-B3b [Source:ZFIN;Acc:ZDB-GENE-010618-3]
ENSDARG00000035870	0.280175079663937	0.629157494831778	0.0889496708829727	19	33277457	33301638	-1	protein_coding	laptm4b	lysosomal protein transmembrane 4 beta [Source:ZFIN;Acc:ZDB-GENE-030616-616]
ENSDARG00000098811	0.280179942795302	0.629157494831778	0.147488517351338	4	71325450	71334504	-1	protein_coding	CABZ01021450.1	
ENSDARG00000039578	0.280395813737905	0.629333607003785	0.0465104127986316	6	7376432	7393976	1	protein_coding	pa2g4a	proliferation-associated 2G4, a [Source:ZFIN;Acc:ZDB-GENE-030616-161]
ENSDARG00000012040	0.280412298879367	0.629333607003785	-0.048595204671648	19	12111226	12159073	-1	protein_coding	rnf19a	ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-030131-9414]
ENSDARG00000102199	0.280417525632982	0.629333607003785	-0.124341912556854	23	39863504	39879166	-1	protein_coding	SIKE1	suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:HGNC:26119]
ENSDARG00000069439	0.280438814328346	0.629333607003785	0.139600470330249	10	10830573	10838698	1	protein_coding	ptgdsa	prostaglandin D2 synthase a [Source:ZFIN;Acc:ZDB-GENE-081022-118]
ENSDARG00000040717	0.280459938864209	0.629333607003785	-0.132883802205893	16	19831626	19838633	1	protein_coding	macc1	metastasis associated in colon cancer 1 [Source:ZFIN;Acc:ZDB-GENE-091006-3]
ENSDARG00000079269	0.280460848900944	0.629333607003785	-0.132122246308691	3	3858846	3863948	1	protein_coding	CR589947.1	
ENSDARG00000075866	0.280530306826832	0.629333607003785	-0.121064795237253	2	11096478	11123255	-1	protein_coding	cdcp2	CUB domain containing protein 2 [Source:ZFIN;Acc:ZDB-GENE-070705-485]
ENSDARG00000045359	0.280542525391313	0.629333607003785	-0.0732231092182266	2	30262320	30266252	-1	protein_coding	tceb1b	transcription elongation factor B (SIII), polypeptide 1b [Source:ZFIN;Acc:ZDB-GENE-040718-138]
ENSDARG00000093019	0.280567284913157	0.629333607003785	0.143786765678184	8	8898327	8903869	1	protein_coding	si:dkey-83k24.5	si:dkey-83k24.5 [Source:ZFIN;Acc:ZDB-GENE-081104-440]
